Photo;Date and Time;Exp. Time;F/Stop;Exp. Program;Exp. Bias;Metering Mode;Light Source;Flash;Focal Length;Focal Length (35 mm);ISO Speed;Orientation;Dimensions;File Size;Path;Tags

IMG_0001;03/05/2018  15:06:05;1/93;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;646 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0001.JPG;placeID: 65
IMG_0002;03/05/2018  15:06:06;1/93;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;666 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0002.JPG;placeID: 65
IMG_0003;03/05/2018  15:06:07;1/93;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;667 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0003.JPG;placeID: 65
IMG_0004;03/05/2018  15:06:08;1/93;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;667 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0004.JPG;placeID: 65
IMG_0005;03/05/2018  15:06:09;1/93;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;667 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0005.JPG;placeID: 65
IMG_0006;03/05/2018  15:06:10;1/93;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;667 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0006.JPG;placeID: 65
IMG_0008;03/05/2018  15:06:11;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;447 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0008.JPG;placeID: 65
IMG_0007;03/05/2018  15:06:11;1/93;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;584 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0007.JPG;placeID: 65
IMG_0009;03/05/2018  15:06:13;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;439 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0009.JPG;placeID: 65
IMG_0010;03/05/2018  15:06:14;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;439 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0010.JPG;placeID: 65
IMG_0011;03/05/2018  15:06:16;1/30;-;-;-;-;-;Not fired, auto mode;-;-;500;-;2048 x 1536;376 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0011.JPG;placeID: 65
IMG_0012;03/05/2018  15:06:19;1/30;-;-;-;-;-;Not fired, auto mode;-;-;250;-;2048 x 1536;271 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0012.JPG;placeID: 65
IMG_0013;03/05/2018  15:06:21;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;426 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0013.JPG;placeID: 65
IMG_0015;03/05/2018  15:06:22;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;432 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0015.JPG;placeID: 65
IMG_0014;03/05/2018  15:06:22;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;429 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0014.JPG;placeID: 65
IMG_0016;03/05/2018  15:06:23;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;433 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0016.JPG;placeID: 65
IMG_0017;03/05/2018  15:06:24;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;430 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0017.JPG;placeID: 65
IMG_0018;03/05/2018  15:06:25;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;435 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0018.JPG;placeID: 65
IMG_0019;03/05/2018  15:06:25;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;434 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0019.JPG;placeID: 65
IMG_0020;03/05/2018  15:06:26;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;404 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0020.JPG;placeID: 65
IMG_0021;03/05/2018  15:06:34;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;430 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0021.JPG;placeID: 65
IMG_0022;03/05/2018  15:06:35;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;432 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0022.JPG;placeID: 65
IMG_0023;03/05/2018  15:06:35;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;429 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0023.JPG;placeID: 65
IMG_0024;03/05/2018  15:06:36;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;423 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0024.JPG;placeID: 65
IMG_0026;03/05/2018  15:06:37;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;428 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0026.JPG;placeID: 65
IMG_0025;03/05/2018  15:06:37;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;425 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0025.JPG;placeID: 65
IMG_0028;03/05/2018  15:06:38;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;432 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0028.JPG;placeID: 65
IMG_0027;03/05/2018  15:06:38;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;429 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0027.JPG;placeID: 65
IMG_0029;03/05/2018  15:06:39;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;427 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0029.JPG;placeID: 65
IMG_0030;03/05/2018  15:06:40;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;426 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0030.JPG;placeID: 65
IMG_0031;03/05/2018  15:06:41;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;438 KB;D:\Hampstead Heath Survey photos\61_80\65_HH_23_5_18\IMG_0031.JPG;placeID: 65
