Photo;Date and Time;Exp. Time;F/Stop;Exp. Program;Exp. Bias;Metering Mode;Light Source;Flash;Focal Length;Focal Length (35 mm);ISO Speed;Orientation;Dimensions;File Size;Path;Tags
IMG_0025;19/04/2018  13:38:27;1/617;-;-;-;-;-;Not fired, auto mode;-;-;50;-;2048 x 1536;495 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0025.JPG;placeID: 41
IMG_0024;19/04/2018  13:38:27;1/617;-;-;-;-;-;Not fired, auto mode;-;-;50;-;2048 x 1536;480 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0024.JPG;placeID: 41
IMG_0026;19/04/2018  13:38:28;1/617;-;-;-;-;-;Not fired, auto mode;-;-;50;-;2048 x 1536;537 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0026.JPG;placeID: 41
IMG_0027;19/04/2018  13:38:29;1/617;-;-;-;-;-;Not fired, auto mode;-;-;50;-;2048 x 1536;543 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0027.JPG;placeID: 41
IMG_0029;19/04/2018  13:38:30;1/617;-;-;-;-;-;Not fired, auto mode;-;-;50;-;2048 x 1536;510 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0029.JPG;placeID: 41
IMG_0028;19/04/2018  13:38:30;1/617;-;-;-;-;-;Not fired, auto mode;-;-;50;-;2048 x 1536;513 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0028.JPG;placeID: 41
IMG_0030;19/04/2018  13:38:31;1/617;-;-;-;-;-;Not fired, auto mode;-;-;50;-;2048 x 1536;507 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0030.JPG;placeID: 41
IMG_0031;19/04/2018  13:38:32;1/86;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;157 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0031.JPG;placeID: 41
IMG_0032;19/04/2018  13:38:35;1/102;-;-;-;-;-;Not fired, auto mode;-;-;100;-;2048 x 1536;191 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0032.JPG;placeID: 41
IMG_0033;19/04/2018  13:38:36;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;423 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0033.JPG;placeID: 41
IMG_0034;19/04/2018  13:38:38;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;399 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0034.JPG;placeID: 41
IMG_0035;19/04/2018  13:38:41;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;435 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0035.JPG;placeID: 41
IMG_0036;19/04/2018  13:38:42;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;336 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0036.JPG;placeID: 41
IMG_0037;19/04/2018  13:38:43;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;451 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0037.JPG;placeID: 41
IMG_0038;19/04/2018  13:38:44;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;439 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0038.JPG;placeID: 41
IMG_0040;19/04/2018  13:38:45;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;456 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0040.JPG;placeID: 41
IMG_0039;19/04/2018  13:38:45;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;434 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0039.JPG;placeID: 41
IMG_0041;19/04/2018  13:38:48;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;482 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0041.JPG;placeID: 41
IMG_0042;19/04/2018  13:38:49;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;483 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0042.JPG;placeID: 41
IMG_0043;19/04/2018  13:38:50;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;465 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0043.JPG;placeID: 41
IMG_0045;19/04/2018  13:38:51;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;442 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0045.JPG;placeID: 41
IMG_0044;19/04/2018  13:38:51;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;446 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0044.JPG;placeID: 41
IMG_0046;19/04/2018  13:38:52;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;444 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0046.JPG;placeID: 41
IMG_0048;19/04/2018  13:38:53;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;452 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0048.JPG;placeID: 41
IMG_0047;19/04/2018  13:38:53;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;450 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0047.JPG;placeID: 41
IMG_0049;19/04/2018  13:38:54;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;449 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0049.JPG;placeID: 41
IMG_0050;19/04/2018  13:38:55;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;452 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0050.JPG;placeID: 41
IMG_0051;19/04/2018  13:38:57;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;488 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0051.JPG;placeID: 41
IMG_0052;19/04/2018  13:38:58;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;489 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0052.JPG;placeID: 41
IMG_0053;19/04/2018  13:38:59;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;489 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0053.JPG;placeID: 41
IMG_0054;19/04/2018  13:39:00;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;490 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0054.JPG;placeID: 41
IMG_0055;19/04/2018  13:39:01;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;489 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0055.JPG;placeID: 41
IMG_0056;19/04/2018  13:39:01;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;488 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0056.JPG;placeID: 41
IMG_0057;19/04/2018  13:39:02;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;488 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0057.JPG;placeID: 41
IMG_0059;19/04/2018  13:39:03;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;487 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0059.JPG;placeID: 41
IMG_0058;19/04/2018  13:39:03;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;486 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0058.JPG;placeID: 41
IMG_0060;19/04/2018  13:39:04;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;487 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0060.JPG;placeID: 41
IMG_0061;19/04/2018  13:39:12;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;488 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0061.JPG;placeID: 41
IMG_0063;19/04/2018  13:39:13;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;500 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0063.JPG;placeID: 41
IMG_0062;19/04/2018  13:39:13;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;484 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0062.JPG;placeID: 41
IMG_0064;19/04/2018  13:39:14;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;499 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0064.JPG;placeID: 41
IMG_0066;19/04/2018  13:39:15;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;501 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0066.JPG;placeID: 41
IMG_0065;19/04/2018  13:39:15;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;499 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0065.JPG;placeID: 41
IMG_0068;19/04/2018  13:39:16;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;502 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0068.JPG;placeID: 41
IMG_0067;19/04/2018  13:39:16;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;502 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0067.JPG;placeID: 41
IMG_0069;19/04/2018  13:39:17;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;502 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0069.JPG;placeID: 41
IMG_0070;19/04/2018  13:39:18;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;503 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0070.JPG;placeID: 41
IMG_0071;19/04/2018  13:39:19;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;489 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0071.JPG;placeID: 41
IMG_0072;19/04/2018  13:39:20;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;503 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0072.JPG;placeID: 41
IMG_0073;19/04/2018  13:39:21;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;531 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0073.JPG;placeID: 41
IMG_0075;19/04/2018  13:39:22;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;533 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0075.JPG;placeID: 41
IMG_0074;19/04/2018  13:39:22;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;533 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0074.JPG;placeID: 41
IMG_0076;19/04/2018  13:39:23;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;534 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0076.JPG;placeID: 41
IMG_0077;19/04/2018  13:39:24;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;510 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0077.JPG;placeID: 41
IMG_0078;19/04/2018  13:39:25;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;510 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0078.JPG;placeID: 41
IMG_0080;19/04/2018  13:39:26;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;510 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0080.JPG;placeID: 41
IMG_0079;19/04/2018  13:39:26;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;510 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0079.JPG;placeID: 41
IMG_0081;19/04/2018  13:39:35;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;452 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0081.JPG;placeID: 41
IMG_0083;19/04/2018  13:39:36;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;473 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0083.JPG;placeID: 41
IMG_0082;19/04/2018  13:39:36;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;509 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0082.JPG;placeID: 41
IMG_0084;19/04/2018  13:39:37;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;479 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0084.JPG;placeID: 41
IMG_0086;19/04/2018  13:39:38;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;481 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0086.JPG;placeID: 41
IMG_0085;19/04/2018  13:39:38;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;477 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0085.JPG;placeID: 41
IMG_0087;19/04/2018  13:39:39;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;506 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0087.JPG;placeID: 41
IMG_0088;19/04/2018  13:39:40;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;509 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0088.JPG;placeID: 41
IMG_0089;19/04/2018  13:39:41;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;509 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0089.JPG;placeID: 41
IMG_0090;19/04/2018  13:39:42;1/120;-;-;-;-;-;Not fired, auto mode;-;-;64;-;2048 x 1536;510 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0090.JPG;placeID: 41
IMG_0091;19/04/2018  13:40:11;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;426 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0091.JPG;placeID: 41
IMG_0092;19/04/2018  13:40:12;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;482 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0092.JPG;placeID: 41
IMG_0093;19/04/2018  13:40:13;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;531 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0093.JPG;placeID: 41
IMG_0094;19/04/2018  13:40:14;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;529 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0094.JPG;placeID: 41
IMG_0096;19/04/2018  13:40:15;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;531 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0096.JPG;placeID: 41
IMG_0095;19/04/2018  13:40:15;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;527 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0095.JPG;placeID: 41
IMG_0097;19/04/2018  13:40:16;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;531 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0097.JPG;placeID: 41
IMG_0098;19/04/2018  13:40:17;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;531 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0098.JPG;placeID: 41
IMG_0100;19/04/2018  13:40:18;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;554 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0100.JPG;placeID: 41
IMG_0099;19/04/2018  13:40:18;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;504 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0099.JPG;placeID: 41
IMG_0101;19/04/2018  13:40:19;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;459 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0101.JPG;placeID: 41
IMG_0102;19/04/2018  13:40:20;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;467 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0102.JPG;placeID: 41
IMG_0104;19/04/2018  13:40:21;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;505 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0104.JPG;placeID: 41
IMG_0103;19/04/2018  13:40:21;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;486 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0103.JPG;placeID: 41
IMG_0106;19/04/2018  13:40:22;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;517 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0106.JPG;placeID: 41
IMG_0105;19/04/2018  13:40:22;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;523 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0105.JPG;placeID: 41
IMG_0107;19/04/2018  13:40:23;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;497 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0107.JPG;placeID: 41
IMG_0109;19/04/2018  13:40:24;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;479 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0109.JPG;placeID: 41
IMG_0108;19/04/2018  13:40:24;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;2048 x 1536;481 KB;D:\Hampstead Heath Survey photos\41_60\41_HH_2_5_18_BTCF\100RECNX\IMG_0108.JPG;placeID: 41
