Photo;Date and Time;Exp. Time;F/Stop;Exp. Program;Exp. Bias;Metering Mode;Light Source;Flash;Focal Length;Focal Length (35 mm);ISO Speed;Orientation;Dimensions;File Size;Path;Tags
IMG_0074;03/05/2018  17:16:44;1/211;-;-;-;-;-;Flash fired, auto mode;-;-;50;-;2048 x 1536;359 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0074.JPG;placeID: 82
IMG_0075;03/05/2018  17:16:45;1/211;-;-;-;-;-;Flash fired, auto mode;-;-;50;-;2048 x 1536;357 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0075.JPG;placeID: 82
IMG_0077;03/05/2018  17:16:46;1/211;-;-;-;-;-;Flash fired, auto mode;-;-;50;-;2048 x 1536;353 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0077.JPG;placeID: 82
IMG_0076;03/05/2018  17:16:46;1/211;-;-;-;-;-;Flash fired, auto mode;-;-;50;-;2048 x 1536;356 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0076.JPG;placeID: 82
IMG_0078;03/05/2018  17:16:47;1/211;-;-;-;-;-;Flash fired, auto mode;-;-;50;-;2048 x 1536;345 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0078.JPG;placeID: 82
IMG_0079;03/05/2018  17:16:48;1/166;-;-;-;-;-;Flash fired, auto mode;-;-;50;-;2048 x 1536;337 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0079.JPG;placeID: 82
IMG_0080;03/05/2018  17:16:49;1/166;-;-;-;-;-;Flash fired, auto mode;-;-;50;-;2048 x 1536;337 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0080.JPG;placeID: 82
IMG_0081;03/05/2018  17:17:13;1/43;-;-;-;-;-;Not fired, auto mode;-;-;200;-;2048 x 1536;501 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0081.JPG;placeID: 82
IMG_0082;03/05/2018  17:17:17;1/30;-;-;-;-;-;Not fired, auto mode;-;-;320;-;2048 x 1536;353 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0082.JPG;placeID: 82
IMG_0083;03/05/2018  17:17:19;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;476 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0083.JPG;placeID: 82
IMG_0084;03/05/2018  17:17:20;1/30;-;-;-;-;-;Not fired, auto mode;-;-;500;-;2048 x 1536;483 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0084.JPG;placeID: 82
IMG_0085;03/05/2018  17:17:22;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;492 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0085.JPG;placeID: 82
IMG_0087;03/05/2018  17:17:24;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;505 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0087.JPG;placeID: 82
IMG_0086;03/05/2018  17:17:24;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;516 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0086.JPG;placeID: 82
IMG_0088;03/05/2018  17:17:25;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;498 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0088.JPG;placeID: 82
IMG_0089;03/05/2018  17:17:26;1/35;-;-;-;-;-;Not fired, auto mode;-;-;200;-;2048 x 1536;587 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0089.JPG;placeID: 82
IMG_0090;03/05/2018  17:17:27;1/35;-;-;-;-;-;Not fired, auto mode;-;-;200;-;2048 x 1536;523 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0090.JPG;placeID: 82
IMG_0091;03/05/2018  17:17:34;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;205 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0091.JPG;placeID: 82
IMG_0093;03/05/2018  17:17:36;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;178 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0093.JPG;placeID: 82
IMG_0092;03/05/2018  17:17:36;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;206 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0092.JPG;placeID: 82
IMG_0094;03/05/2018  17:17:37;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;172 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0094.JPG;placeID: 82
IMG_0096;03/05/2018  17:17:38;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;181 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0096.JPG;placeID: 82
IMG_0095;03/05/2018  17:17:38;1/30;-;-;-;-;-;Not fired, auto mode;-;-;800;-;2048 x 1536;172 KB;D:\Hampstead Heath Survey photos\81_100\82_HH_23_5_18\100RECNX\IMG_0095.JPG;placeID: 82
