Photo;Date and Time;Exp. Time;F/Stop;Exp. Program;Exp. Bias;Metering Mode;Light Source;Flash;Focal Length;Focal Length (35 mm);ISO Speed;Orientation;Dimensions;File Size;Path;Tags
IMG_0070;18/04/2018  12:24:25;1/109;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;552 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0070.JPG;placeID: 29
IMG_0071;18/04/2018  12:24:26;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;535 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0071.JPG;placeID: 29
IMG_0072;18/04/2018  12:24:27;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;539 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0072.JPG;placeID: 29
IMG_0073;18/04/2018  12:24:28;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;535 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0073.JPG;placeID: 29
IMG_0074;18/04/2018  12:24:29;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;540 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0074.JPG;placeID: 29
IMG_0075;18/04/2018  12:24:30;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;541 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0075.JPG;placeID: 29
IMG_0076;18/04/2018  12:24:31;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;541 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0076.JPG;placeID: 29
IMG_0077;18/04/2018  12:24:32;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;539 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0077.JPG;placeID: 29
IMG_0078;18/04/2018  12:24:33;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;536 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0078.JPG;placeID: 29
IMG_0079;18/04/2018  12:24:34;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;536 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0079.JPG;placeID: 29
IMG_0080;18/04/2018  12:24:35;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;538 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0080.JPG;placeID: 29
IMG_0081;18/04/2018  12:24:37;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;549 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0081.JPG;placeID: 29
IMG_0082;18/04/2018  12:24:39;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;553 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0082.JPG;placeID: 29
IMG_0083;18/04/2018  12:24:40;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;552 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0083.JPG;placeID: 29
IMG_0084;18/04/2018  12:24:41;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;553 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0084.JPG;placeID: 29
IMG_0085;18/04/2018  12:24:42;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;553 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0085.JPG;placeID: 29
IMG_0086;18/04/2018  12:24:43;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;553 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0086.JPG;placeID: 29
IMG_0087;18/04/2018  12:24:44;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;551 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0087.JPG;placeID: 29
IMG_0088;18/04/2018  12:24:45;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;556 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0088.JPG;placeID: 29
IMG_0089;18/04/2018  12:24:46;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;541 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0089.JPG;placeID: 29
IMG_0090;18/04/2018  12:24:47;1/118;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;531 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0090.JPG;placeID: 29
IMG_0091;18/04/2018  12:24:55;1/120;-;-;-;-;-;Not fired, auto mode;-;-;80;-;1920 x 1080;465 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0091.JPG;placeID: 29
IMG_0092;18/04/2018  12:24:56;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;432 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0092.JPG;placeID: 29
IMG_0093;18/04/2018  12:24:57;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;464 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0093.JPG;placeID: 29
IMG_0094;18/04/2018  12:24:58;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;463 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0094.JPG;placeID: 29
IMG_0096;18/04/2018  12:24:59;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;467 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0096.JPG;placeID: 29
IMG_0095;18/04/2018  12:24:59;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;467 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0095.JPG;placeID: 29
IMG_0097;18/04/2018  12:25:01;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;465 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0097.JPG;placeID: 29
IMG_0098;18/04/2018  12:25:02;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;464 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0098.JPG;placeID: 29
IMG_0099;18/04/2018  12:25:03;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;453 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0099.JPG;placeID: 29
IMG_0100;18/04/2018  12:25:03;1/105;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;428 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0100.JPG;placeID: 29
IMG_0101;18/04/2018  12:25:06;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;400 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0101.JPG;placeID: 29
IMG_0103;18/04/2018  12:25:07;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;401 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0103.JPG;placeID: 29
IMG_0102;18/04/2018  12:25:07;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;400 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0102.JPG;placeID: 29
IMG_0104;18/04/2018  12:25:08;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;402 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0104.JPG;placeID: 29
IMG_0105;18/04/2018  12:25:09;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;417 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0105.JPG;placeID: 29
IMG_0106;18/04/2018  12:25:10;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;431 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0106.JPG;placeID: 29
IMG_0108;18/04/2018  12:25:12;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;432 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0108.JPG;placeID: 29
IMG_0107;18/04/2018  12:25:12;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;432 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0107.JPG;placeID: 29
IMG_0109;18/04/2018  12:25:13;1/111;-;-;-;-;-;Not fired, auto mode;-;-;100;-;1920 x 1080;432 KB;D:\Hampstead Heath Survey photos\21_40\29_HH_2_5_18_BTCF\100RECNX\IMG_0109.JPG;placeID: 29
